"Level","ProvinceID","Province","MunicipalityID","Municipality","AgeGroup","Male","Female","Total","ScrapedOn"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","30-39","8789","10407","19196","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","40-49","6234","7459","13693","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","50-59","3750","4991","8741","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","60-69","2371","3805","6176","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","70-79","1220","2277","3497","2026-09-22"
"Municipality","4","KwaZulu-Natal","4437","KZN262 - uPhongolo","80+","517","1646","2163","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","18-19","1381","1644","3025","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","20-29","10225","12361","22586","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","30-39","13264","15808","29072","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","40-49","10637","12540","23177","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","50-59","6507","8496","15003","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","60-69","4327","6962","11289","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","70-79","2066","3821","5887","2026-09-22"
"Municipality","4","KwaZulu-Natal","4438","KZN263 - AbaQulusi","80+","723","1800","2523","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","18-19","1575","1930","3505","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","20-29","11062","13955","25017","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","30-39","12989","17547","30536","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","40-49","8624","12122","20746","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","50-59","4859","7828","12687","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","60-69","3625","6118","9743","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","70-79","1656","3579","5235","2026-09-22"
"Municipality","4","KwaZulu-Natal","4439","KZN265 - Nongoma","80+","602","2107","2709","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","18-19","1558","1857","3415","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","20-29","8728","11491","20219","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","30-39","12236","15970","28206","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","40-49","8862","11799","20661","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","50-59","5215","7847","13062","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","60-69","3651","6541","10192","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","70-79","1715","3602","5317","2026-09-22"
"Municipality","4","KwaZulu-Natal","4440","KZN266 - Ulundi","80+","545","2001","2546","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","18-19","1806","2063","3869","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","20-29","11380","13369","24749","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","30-39","11120","14493","25613","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","40-49","7563","11167","18730","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","50-59","5181","8570","13751","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","60-69","3470","5809","9279","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","70-79","1389","2787","4176","2026-09-22"
"Municipality","4","KwaZulu-Natal","4442","KZN271 - uMhlabuyalingana","80+","729","2587","3316","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","18-19","2273","2494","4767","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","20-29","14317","16771","31088","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","30-39","13985","17916","31901","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","40-49","9267","12641","21908","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","50-59","5729","8544","14273","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","60-69","3793","5945","9738","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","70-79","1586","2940","4526","2026-09-22"
"Municipality","4","KwaZulu-Natal","4443","KZN272 - Jozini","80+","745","2233","2978","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","18-19","1888","2203","4091","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","20-29","12053","14099","26152","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","30-39","13423","16378","29801","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","40-49","9596","12199","21795","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","50-59","5768","7928","13696","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","60-69","3779","5942","9721","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","70-79","1627","2955","4582","2026-09-22"
"Municipality","4","KwaZulu-Natal","4446","KZN275 - Inkosi uMtubatuba","80+","653","1888","2541","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","18-19","1140","1235","2375","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","20-29","6410","7769","14179","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","30-39","7492","9602","17094","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","40-49","5230","6804","12034","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","50-59","3113","4619","7732","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","60-69","2089","3416","5505","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","70-79","982","1822","2804","2026-09-22"
"Municipality","4","KwaZulu-Natal","4463","KZN276 - Big Five Hlabisa","80+","409","1187","1596","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","18-19","1042","1233","2275","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","20-29","6980","8242","15222","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","30-39","10745","12039","22784","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","40-49","8658","9398","18056","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","50-59","4683","5582","10265","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","60-69","2725","4543","7268","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","70-79","1233","2134","3367","2026-09-22"
"Municipality","4","KwaZulu-Natal","4449","KZN281 - uMfolozi","80+","525","1321","1846","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","18-19","2426","3207","5633","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","20-29","17911","22792","40703","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","30-39","27413","31202","58615","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","40-49","24253","26038","50291","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","50-59","14857","17143","32000","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","60-69","7975","11384","19359","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","70-79","3226","5100","8326","2026-09-22"
"Municipality","4","KwaZulu-Natal","4450","KZN282 - uMhlathuze","80+","938","2270","3208","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","18-19","1411","1673","3084","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","20-29","9406","12153","21559","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","30-39","13335","16954","30289","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","40-49","10396","13128","23524","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","50-59","6803","9841","16644","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","60-69","4558","8177","12735","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","70-79","2386","4845","7231","2026-09-22"
"Municipality","4","KwaZulu-Natal","4452","KZN284 - uMlalazi","80+","808","2442","3250","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","18-19","783","988","1771","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","20-29","4554","5888","10442","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","30-39","5870","7540","13410","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","40-49","4058","5337","9395","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","50-59","2603","3745","6348","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","60-69","1784","3236","5020","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","70-79","790","1487","2277","2026-09-22"
"Municipality","4","KwaZulu-Natal","4453","KZN285 - Mthonjaneni","80+","277","984","1261","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","18-19","1441","1539","2980","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","20-29","6831","8207","15038","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","30-39","6764","9318","16082","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","40-49","4557","6703","11260","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","50-59","2945","4932","7877","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","60-69","2194","4307","6501","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","70-79","1336","2779","4115","2026-09-22"
"Municipality","4","KwaZulu-Natal","4454","KZN286 - Nkandla","80+","595","2014","2609","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","18-19","1009","1413","2422","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","20-29","8068","9941","18009","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","30-39","10487","12421","22908","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","40-49","7725","9788","17513","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","50-59","5064","6646","11710","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","60-69","2741","4623","7364","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","70-79","1146","2322","3468","2026-09-22"
"Municipality","4","KwaZulu-Natal","4456","KZN291 - Mandeni","80+","422","1069","1491","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","18-19","1774","2297","4071","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","20-29","15348","17886","33234","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","30-39","20452","22774","43226","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","40-49","17519","18587","36106","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","50-59","11829","13333","25162","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","60-69","6453","8651","15104","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","70-79","3224","4603","7827","2026-09-22"
"Municipality","4","KwaZulu-Natal","4457","KZN292 - KwaDukuza","80+","1191","2090","3281","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","18-19","1051","1168","2219","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","20-29","7428","8828","16256","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","30-39","9520","11166","20686","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","40-49","7383","7958","15341","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","50-59","4770","6165","10935","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","60-69","3313","5428","8741","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","70-79","1711","3227","4938","2026-09-22"
"Municipality","4","KwaZulu-Natal","4458","KZN293 - Ndwedwe","80+","688","2114","2802","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","18-19","697","925","1622","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","20-29","5164","6542","11706","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","30-39","6002","8031","14033","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","40-49","3957","5389","9346","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","50-59","2655","4327","6982","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","60-69","2042","3990","6032","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","70-79","1215","2584","3799","2026-09-22"
"Municipality","4","KwaZulu-Natal","4459","KZN294 - Maphumulo","80+","480","1754","2234","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","18-19","618","846","1464","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","20-29","5189","6266","11455","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","30-39","6590","7361","13951","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","40-49","4909","5207","10116","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","50-59","2820","3532","6352","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","60-69","1457","1982","3439","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","70-79","512","862","1374","2026-09-22"
"Municipality","4","KwaZulu-Natal","4035","KZN433 - Greater Kokstad","80+","177","423","600","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","18-19","636","781","1417","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","20-29","5375","6269","11644","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","30-39","7632","8631","16263","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","40-49","5431","6553","11984","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","50-59","3314","5112","8426","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","60-69","2434","4374","6808","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","70-79","1221","2611","3832","2026-09-22"
"Municipality","4","KwaZulu-Natal","4036","KZN434 - Johannes Phumani Pungula","80+","440","1344","1784","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","18-19","1158","1330","2488","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","20-29","8365","10789","19154","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","30-39","10886","14321","25207","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","40-49","7558","10312","17870","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","50-59","4786","8062","12848","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","60-69","3897","6801","10698","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","70-79","1809","4057","5866","2026-09-22"
"Municipality","4","KwaZulu-Natal","1030","KZN435 - uMzimkhulu","80+","947","2938","3885","2026-09-22"
"Municipality","4","KwaZulu-Natal","4464","KZN436 - Dr. Nkosazana Dlamini Zuma","18-19","654","887","1541","2026-09-22"
"Municipality","4","KwaZulu-Natal","4464","KZN436 - Dr. Nkosazana Dlamini Zuma","20-29","5931","6789","12720","2026-09-22"
"Municipality","4","KwaZulu-Natal","4464","KZN436 - Dr. Nkosazana Dlamini Zuma","30-39","7692","8355","16047","2026-09-22"
"Municipality","4","KwaZulu-Natal","4464","KZN436 - Dr. Nkosazana Dlamini Zuma","40-49","5465","6272","11737","2026-09-22"
"Municipality","4","KwaZulu-Natal","4464","KZN436 - Dr. Nkosazana Dlamini Zuma","50-59","3547","4946","8493","2026-09-22"
"Municipality","4","KwaZulu-Natal","4464","KZN436 - Dr. Nkosazana Dlamini Zuma","60-69","2279","3750","6029","2026-09-22"
